TransactionAmount,TransactionType,CustomerAge,AccountBalance,Channel,CustomerOccupation,Target
59.20561712246499,Credit,58.0,58.698604466330835,Branch,Doctor,0
52.32073468967932,Credit,64.0,52.96371450709373,ATM,Doctor,2
49.394171303238565,Debit,58.0,49.72870554762295,Online,Engineer,2
49.401274612428956,Credit,18.0,46.08728603074266,ATM,Student,1
47.282909960539264,Debit,23.0,46.026798403993695,ATM,Student,1
46.26615017559258,Debit,61.0,46.589334525103375,Branch,Student,0
48.43739501812185,Debit,80.0,47.99596695223305,Branch,Retired,0
56.79996307665286,Debit,29.0,55.14630076303654,Branch,Engineer,3
59.914961470783126,Credit,59.0,51.63032779080949,Online,Doctor,2
49.878380213050164,Debit,72.0,53.65651424386128,ATM,Retired,0
47.64537604339334,Debit,45.0,50.05656446201606,ATM,Engineer,3
62.36190350126441,Debit,53.0,51.15520243092525,Branch,Retired,0
44.719601913529296,Debit,34.0,48.429384108220596,Branch,Engineer,3
46.968785843008675,Debit,57.0,54.03965024037704,ATM,Engineer,3
62.36190350126441,Debit,24.000000000000004,45.80727589343285,Online,Student,1
46.9808220058035,Debit,30.0,48.599090473589804,Branch,Engineer,3
46.73773098017682,Debit,58.0,44.91323228434733,Online,Doctor,2
46.90584263101605,Debit,53.0,49.14975084539099,ATM,Retired,0
53.26172584326184,Debit,67.0,50.89269590805807,ATM,Retired,0
57.98246674270864,Debit,27.0,45.251524211436156,Online,Engineer,3
50.45907573936456,Debit,35.0,53.3487701779455,Branch,Doctor,3
50.52004580991541,Credit,36.0,51.19830567766239,Branch,Engineer,3
53.72501945379062,Credit,24.000000000000004,46.88192389486344,Branch,Student,1
46.6019788489827,Debit,50.0,45.043579364106776,ATM,Engineer,3
46.30265329226542,Debit,66.0,47.0948527414006,ATM,Retired,0
46.192354685670196,Debit,39.0,52.19615478220947,Branch,Engineer,3
59.97928588178499,Credit,75.0,53.70033289718327,Online,Retired,2
52.24240097444085,Debit,42.0,51.094690957290126,Online,Engineer,3
47.879193304243685,Debit,35.0,56.354813259935426,Online,Doctor,3
44.90053898374007,Debit,34.0,52.86965046462919,ATM,Engineer,3
49.21185303401855,Credit,55.0,47.67616828536256,Branch,Retired,0
62.36190350126441,Credit,60.0,55.723145015843194,Branch,Engineer,3
46.43958930832461,Debit,54.0,46.919053496617096,Branch,Engineer,3
50.419020968096525,Debit,68.0,53.29276576579492,Branch,Retired,0
47.30836348513816,Debit,19.0,44.81875092137497,Online,Student,1
49.57234597543085,Debit,36.0,56.4284047506302,Online,Doctor,3
45.60850213304896,Credit,77.0,53.74620238271516,ATM,Retired,0
45.040829340250276,Debit,34.0,55.94246482787167,Branch,Engineer,3
46.06449512024317,Debit,21.0,46.08809682487216,Branch,Student,1
46.00431430626903,Debit,38.0,58.36390149560933,ATM,Doctor,3
58.219243715721646,Debit,22.0,44.70429779124225,ATM,Student,1
59.31907275536706,Debit,28.0,44.694437103814415,Online,Student,1
45.69610961306377,Debit,58.0,53.011122116783035,ATM,Engineer,3
45.68506002098983,Debit,27.0,45.06235878695906,Branch,Student,1
46.73911217918606,Debit,67.0,53.46643071426696,Online,Retired,2
56.67664173654192,Debit,20.0,45.5997483666113,ATM,Student,1
48.95218762028095,Debit,48.0,54.05798849583534,ATM,Doctor,3
48.34189497233993,Debit,45.0,50.55658597105304,Branch,Retired,0
46.46385894805844,Debit,51.0,47.83105381098232,Online,Engineer,3
50.06286893785613,Credit,62.0,46.622231304563336,Branch,Retired,0
52.053176710174625,Debit,68.0,53.74262534979091,Branch,Retired,0
44.79576517318181,Debit,66.0,49.88851545523509,Online,Student,2
58.37768697349619,Debit,68.0,46.906772350243855,Online,Retired,2
44.96289025330016,Debit,18.0,46.839404896837266,ATM,Student,1
50.580621252177906,Debit,80.0,49.12523624641684,Online,Retired,2
53.354463491025264,Debit,23.0,46.63760062269451,Branch,Student,1
56.929006526944946,Debit,27.0,45.3512995831364,ATM,Student,1
53.40714636752066,Debit,35.0,58.995522045929235,ATM,Doctor,3
45.86974605993997,Debit,26.0,46.34660899430727,ATM,Student,1
51.46241816250717,Debit,44.0,53.097579002562014,ATM,Doctor,3
46.03825233906756,Credit,59.0,55.55281863143378,Online,Engineer,2
44.766562679843545,Debit,63.0,52.236265244733325,Online,Retired,2
48.69232489239918,Debit,65.0,49.253735192498766,ATM,Retired,0
52.96713582600482,Debit,60.0,44.9951582617556,ATM,Engineer,3
45.32575096444259,Credit,54.0,50.22104835931588,Online,Retired,2
46.36678038912311,Credit,28.0,44.796978714309404,Branch,Student,1
62.36190350126441,Debit,18.0,45.764637660975865,ATM,Student,1
45.68032448152957,Credit,55.0,50.14767149059656,ATM,Engineer,3
45.06174463953309,Debit,54.0,52.41001365730693,Online,Retired,2
51.22643044607088,Debit,21.0,46.48427706811833,Online,Student,1
50.91822575286561,Credit,54.0,51.06565737338835,Online,Retired,2
47.46582017219181,Debit,18.0,44.8752203478057,ATM,Student,1
51.49892127918001,Credit,69.0,47.41895577122326,Branch,Retired,0
51.84441834563482,Debit,62.0,57.45540667350986,ATM,Doctor,2
46.57415755465367,Debit,55.0,50.95937180176598,Online,Retired,2
55.26071543792414,Debit,55.0,49.17630435313196,ATM,Retired,0
48.34761708252108,Debit,58.0,53.225386388945246,Branch,Engineer,3
62.36190350126441,Debit,46.0,48.963220501834755,ATM,Engineer,3
58.630643706331746,Debit,26.0,45.058173658437696,ATM,Student,1
50.70927007418163,Debit,53.0,56.41731594856505,Online,Doctor,2
47.90740922686106,Debit,57.0,50.63305101153029,ATM,Retired,0
44.63811117198399,Debit,45.0,49.651346248914635,ATM,Engineer,3
54.58669032141378,Debit,30.0,50.85421895723629,ATM,Doctor,3
45.93229464364424,Debit,23.0,46.45403921646539,Branch,Student,1
49.027166995068406,Debit,77.0,53.96114629113298,Branch,Retired,0
57.64032401670485,Debit,60.0,49.186141193673635,Online,Engineer,2
57.14526282896349,Debit,27.0,45.20467700357164,ATM,Student,1
50.27162730239593,Credit,30.0,54.6593115772869,Branch,Engineer,3
50.991034672067116,Credit,76.0,47.366504545110764,Branch,Retired,0
57.53239317983976,Debit,19.0,52.58279627099099,Branch,Student,1
47.73554860728246,Debit,48.0,51.096551014410736,Branch,Doctor,3
47.00410507481645,Debit,40.0,55.24531303437961,Branch,Doctor,3
49.6455495229207,Debit,57.0,51.65093150045313,Branch,Engineer,3
60.32399369166309,Debit,65.0,51.023412614553024,Online,Retired,2
47.56349067355968,Debit,39.0,51.272541034283535,ATM,Engineer,3
44.68605850901912,Credit,43.0,61.41067505916331,Branch,Doctor,3
45.96406222085682,Credit,40.0,56.30134854116106,Online,Doctor,3
54.35445157371686,Debit,39.0,47.165296443122045,Branch,Engineer,3
45.3598863113853,Debit,57.0,53.73117884443333,ATM,Retired,0
47.12446670276473,Credit,19.0,45.01707355013813,Branch,Student,1
46.53035381464626,Debit,59.0,51.71062025651568,ATM,Student,0
53.46476209762049,Debit,25.0,45.60255037573529,ATM,Student,1
62.36190350126441,Debit,51.0,45.03659222646142,ATM,Engineer,3
44.78925380642396,Debit,48.0,57.35448665127387,Online,Doctor,2
45.91236591508231,Debit,41.0,50.14767149059656,Online,Engineer,3
55.269791888556306,Debit,46.0,46.94877864021756,Online,Engineer,3
51.79153815499525,Debit,63.0,45.74172080337454,ATM,Retired,0
45.89914586742242,Credit,51.0,52.676037595882946,Branch,Retired,0
51.685975087860285,Debit,18.0,45.24206892107307,ATM,Student,1
47.9176695623583,Debit,30.0,58.0013095915218,Branch,Doctor,3
47.02403380337837,Debit,60.0,61.8048521639719,Branch,Doctor,0
47.33302775316035,Debit,54.0,50.58831425309108,Online,Engineer,3
55.167385847728184,Debit,55.0,60.94961936211443,Online,Doctor,2
53.77237484839322,Debit,50.0,47.36865076486531,Online,Engineer,3
50.935392083409056,Debit,60.0,48.17059769959463,Online,Retired,2
48.859449972517524,Debit,28.0,53.84547696980601,Online,Student,1
57.64170521571409,Debit,20.0,44.99712562986393,Branch,Student,1
51.44189749151271,Debit,40.0,51.796314041937485,Branch,Engineer,3
47.45082429723432,Debit,71.0,51.737674548866046,ATM,Retired,0
45.4581487551857,Debit,53.0,53.256494651943086,Branch,Engineer,3
62.36190350126441,Credit,21.0,45.982335884745346,Online,Student,1
55.308860089103455,Debit,22.0,46.236746389760654,ATM,Student,1
45.419080554638555,Debit,26.0,46.26396761031415,Branch,Student,1
46.99108234130073,Debit,18.0,46.819862373627814,Branch,Student,1
54.45804149941005,Debit,28.0,46.55377881783639,Online,Student,1
49.10194905571168,Debit,53.0,45.49599056492207,ATM,Doctor,3
62.36190350126441,Debit,30.0,53.67945494834876,Online,Engineer,3
45.74208380865713,Credit,76.0,52.854913088981306,Online,Student,2
57.04581650029803,Debit,68.0,52.11692350293747,Branch,Retired,0
45.791412344701506,Debit,35.0,51.027526202415906,Online,Engineer,3
48.30223482936025,Debit,30.0,54.75979043212891,Branch,Engineer,3
49.16587883842519,Debit,19.0,44.69677409865825,Online,Student,1
45.90289483616179,Credit,44.0,55.67632165486484,Online,Engineer,3
53.637609287919986,Credit,55.0,54.722350820855155,Online,Engineer,2
55.51071245859704,Credit,44.0,45.125481494628886,ATM,Engineer,3
52.059688076932474,Debit,34.0,45.50058109050818,ATM,Engineer,3
48.654835205005455,Credit,18.0,44.93785419430921,Branch,Student,1
52.91129592320259,Debit,35.0,54.706254172696056,Branch,Doctor,3
46.53430009752981,Debit,24.000000000000004,46.386373676981776,ATM,Student,1
47.07691399401795,Debit,27.0,44.65714057385763,Branch,Student,1
46.07633396889382,Debit,39.0,52.22270828995044,Online,Doctor,3
46.14638049007684,Debit,21.0,50.14767149059656,Online,Student,1
46.71326402629881,Debit,56.0,53.431006164873864,ATM,Doctor,2
49.47112381946779,Debit,54.0,54.02579519951714,Branch,Engineer,3
56.8996067194625,Debit,64.0,53.233339325480145,ATM,Doctor,2
45.481431824198644,Debit,34.0,56.34228172125749,ATM,Doctor,3
62.36190350126441,Debit,19.0,46.6861409594765,Branch,Student,1
44.65863184297845,Credit,33.0,48.09469306094218,ATM,Engineer,3
59.824591592749826,Debit,31.0,53.086430583281455,Online,Doctor,3
49.75486155879504,Debit,63.0,57.59537597183553,Branch,Doctor,0
51.64493374587136,Credit,26.0,45.538354558188196,Branch,Student,1
45.15270645999892,Credit,80.0,49.00204323250588,Branch,Retired,0
46.98417634625452,Debit,67.0,52.489030314603475,ATM,Doctor,2
46.71780225161489,Debit,37.0,55.72412273817582,Online,Doctor,3
44.85614330130013,Debit,37.0,51.91139911455349,Online,Engineer,3
51.834355324281766,Debit,21.0,44.94269511220002,Branch,Student,1
45.19828602730392,Credit,28.0,46.486220589340505,Branch,Student,1
50.92966997322791,Debit,60.0,45.35152612855494,ATM,Doctor,2
51.52733451594157,Credit,75.0,47.36848383666218,Online,Retired,2
47.85334515135643,Credit,52.0,51.606218588900084,Branch,Retired,0
47.983375172369406,Debit,24.000000000000004,45.458062092482,Branch,Student,1
49.792548560332946,Credit,40.0,51.31330728617683,ATM,Engineer,3
45.437233455902884,Debit,24.000000000000004,45.60987136978691,Online,Student,1
47.01456272445785,Credit,52.0,53.284932063690825,Branch,Engineer,3
51.53364856855525,Debit,51.0,51.46553388398957,Branch,Retired,0
48.9675781235268,Credit,26.0,50.60418435583164,Online,Engineer,3
45.27879019812835,Debit,72.0,48.844391468091374,ATM,Retired,0
46.68623198854649,Debit,70.0,46.11525842821025,ATM,Doctor,2
49.47783250036983,Debit,29.0,53.206928899056145,Online,Doctor,3
45.58245666601753,Debit,19.0,46.295743586124516,ATM,Student,1
51.169406658403574,Debit,69.0,51.589239605953004,ATM,Retired,0
46.948857114446746,Debit,54.0,45.57091748124189,Online,Engineer,3
46.287657417307926,Credit,67.0,51.26250149520949,Branch,Doctor,0
50.451972430174166,Debit,21.0,45.76920433967582,Online,Student,1
54.76703544919202,Debit,25.0,46.40231532038082,Branch,Student,1
62.36190350126441,Debit,43.0,51.914546903526826,ATM,Doctor,3
46.48497156148543,Debit,39.0,51.862000289869684,Online,Doctor,3
46.20557473333009,Debit,59.0,51.642346621434946,Branch,Retired,0
45.68900630387338,Debit,68.0,62.12980175825331,Online,Doctor,2
48.148132482757624,Credit,76.0,50.11688516056189,Branch,Retired,0
54.85622144236026,Debit,22.0,46.656356198660625,Online,Student,1
44.82871663525946,Debit,54.0,60.290479505164015,Online,Doctor,2
48.537630603364015,Credit,27.0,45.9291096348326,Branch,Student,1
46.73043035684225,Debit,27.0,46.18188662814583,Branch,Student,1
47.37249058199585,Debit,19.0,44.827037714316134,ATM,Student,1
50.78405213482491,Debit,49.0,55.73399534904674,ATM,Student,3
51.44781691583803,Debit,41.0,55.89182596510746,Branch,Engineer,3
47.342696146225045,Debit,44.0,45.77935118973759,Branch,Engineer,3
47.736535178003344,Debit,49.0,55.68030408485383,ATM,Engineer,3
60.9958483525875,Credit,66.0,49.57423734251102,Online,Retired,2
53.21160805064075,Debit,55.0,52.826773763310584,ATM,Student,0
46.798701050727665,Debit,57.0,57.003436640088566,Online,Doctor,2
51.11810498091742,Debit,34.0,55.935263068250855,Online,Doctor,3
57.15591779274907,Debit,47.0,45.97923578954433,ATM,Doctor,3
59.81117423094576,Debit,22.0,45.98736757772545,Branch,Student,1
48.07295579382599,Debit,26.0,45.74331854474737,Branch,Student,1
44.76281371110417,Debit,78.0,51.36810743057625,Branch,Retired,0
48.074534306979416,Debit,27.0,50.14767149059656,ATM,Student,1
45.26063729686402,Debit,25.0,46.345011252934434,Online,Student,1
47.02225797608078,Debit,60.0,50.14767149059656,Online,Doctor,2
45.72590404883457,Debit,30.0,55.042912588082814,ATM,Doctor,3
52.99850877492905,Credit,56.0,51.94307970281921,Online,Retired,2
45.312333602638525,Debit,32.0,50.14767149059656,Branch,Engineer,3
45.32358050885664,Debit,65.0,55.321324984019796,Branch,Doctor,0
44.686453137307474,Debit,78.0,53.518691165290164,ATM,Retired,0
62.36190350126441,Credit,21.0,45.330505098403464,Branch,Student,1
47.361835618210264,Credit,50.0,47.21743765971444,Online,Engineer,3
49.64850923508337,Credit,28.0,47.83095842343767,ATM,Engineer,3
46.889860185337675,Debit,28.0,56.19865192590601,Online,Engineer,3
47.9948193927317,Debit,57.0,52.04347509355966,ATM,Retired,0
47.944109657678084,Debit,70.0,60.48755017240369,ATM,Doctor,2
52.92076700212311,Debit,51.0,52.35045605911827,Branch,Retired,0
52.67807060478478,Debit,64.0,48.24788545764446,Branch,Retired,0
62.36190350126441,Credit,30.0,56.85240238658391,Online,Doctor,3
51.370075143032096,Credit,21.0,45.053642750066984,Branch,Student,1
56.076806738242304,Debit,53.0,51.26357460508676,ATM,Engineer,3
60.82872327246915,Credit,79.0,49.32043493309283,Branch,Retired,0
49.61989868417763,Debit,20.0,44.765906221640805,Branch,Student,1
45.068650634579306,Debit,62.0,48.83686777550738,Online,Retired,2
49.878380213050164,Credit,39.0,53.0645868355574,Online,Engineer,3
52.01016222674392,Credit,75.0,46.15999518664946,Online,Retired,2
51.314432554374044,Credit,78.0,50.46792324830411,ATM,Retired,0
60.6081260592787,Debit,20.0,55.51919452194589,ATM,Student,1
44.812536875436905,Debit,24.000000000000004,45.29758447205734,ATM,Student,1
47.29356492432485,Credit,51.0,58.038045719653795,Branch,Doctor,3
51.328244544466465,Debit,43.0,53.128579954572125,ATM,Engineer,3
50.21144648842179,Debit,27.0,46.9467039611215,Branch,Engineer,3
46.611252613759035,Debit,68.0,55.073436602369696,ATM,Doctor,2
46.41176801399558,Debit,18.0,49.16322433607231,Branch,Student,1
57.54561322749964,Debit,26.0,51.16513465901157,ATM,Engineer,3
50.94348196332033,Debit,50.0,45.02612344343647,Online,Engineer,3
45.43762808419124,Debit,28.0,45.22983546847216,Online,Student,1
46.029965145012106,Credit,68.0,47.35713271884924,Branch,Retired,0
53.8357126886742,Credit,54.0,49.17081956931479,Branch,Retired,0
49.26335202564888,Debit,28.0,45.47874926622721,Branch,Student,1
47.76218601674642,Debit,18.0,44.86597967941807,Branch,Student,1
45.62152486656467,Credit,30.0,55.89394833797584,Online,Doctor,3
45.74109723793624,Credit,59.0,48.12135387967087,Branch,Engineer,3
45.01754627123733,Debit,43.0,51.079142787512744,ATM,Engineer,3
45.61304035836504,Debit,36.0,46.502555706361214,Branch,Doctor,3
46.07633396889382,Debit,53.0,49.33859433690491,Branch,Retired,0
46.97865155021755,Debit,33.0,56.30711948761217,ATM,Doctor,3
62.36190350126441,Debit,18.0,45.40527700996324,Branch,Student,1
46.91886536453177,Debit,43.0,47.62780680022678,Branch,Engineer,3
62.36190350126441,Debit,30.0,57.72636691752134,ATM,Doctor,3
52.3525022668919,Debit,64.0,47.095329679123836,ATM,Retired,0
47.7018078886281,Credit,46.0,53.867773808367126,Branch,Engineer,3
53.043891028089874,Credit,49.0,54.34417497666101,Branch,Engineer,3
53.37301102057795,Debit,18.0,45.54527015517507,Branch,Student,1
46.6264458028607,Debit,31.0,51.70861711807811,Branch,Doctor,3
45.951828743917815,Debit,37.0,47.80114981573564,Branch,Engineer,3
51.05674028207822,Debit,56.0,54.24593772911819,Online,Engineer,2
47.747190141788934,Debit,33.0,50.94308437851759,ATM,Doctor,3
45.7239309073928,Debit,27.0,48.73344383022441,Online,Student,1
50.30674922005952,Debit,27.0,44.694747113334515,Online,Student,1
49.465993651719174,Credit,24.000000000000004,45.39992338401996,Branch,Student,1
47.621303717803684,Credit,39.0,47.4359586010565,Online,Engineer,3
46.87486431038018,Credit,41.0,45.062334940072894,Branch,Engineer,3
51.98372213142414,Credit,61.0,54.56828801280797,Online,Doctor,2
54.575640729339845,Debit,60.0,49.04123558991252,Online,Engineer,2
47.10907619951888,Debit,46.0,51.81611888089471,ATM,Engineer,3
60.80129660642848,Debit,47.0,54.99915355197623,Branch,Doctor,3
62.36190350126441,Credit,68.0,62.24717613194083,Online,Doctor,2
44.783729010386985,Debit,63.0,45.822120580068464,ATM,Retired,0
48.51533410507196,Credit,53.0,50.471059113834364,Online,Retired,2
57.206627527802695,Debit,58.0,53.98096305353329,Branch,Retired,0
44.885345794638404,Debit,26.0,44.81271765917608,ATM,Student,1
53.1445212416204,Debit,49.0,47.02395594884209,ATM,Engineer,3
52.02121181881787,Debit,51.0,51.05527205446496,ATM,Engineer,3
57.2995624897103,Debit,50.0,54.591956047323386,Branch,Doctor,3
46.166309218638766,Credit,52.0,52.69538934400311,Online,Retired,2
47.37545029415851,Debit,49.0,50.53484953431671,Branch,Engineer,3
54.48408696644148,Debit,31.0,55.096961555568136,Branch,Engineer,3
44.81727241489716,Debit,24.000000000000004,45.135890660438434,Online,Student,1
46.99858027877948,Debit,23.0,55.686611586243586,ATM,Student,1
56.03300299823489,Debit,59.0,52.223566777852255,Branch,Retired,0
46.97253481174805,Debit,34.0,44.88338790631606,Branch,Engineer,3
50.16152600994488,Debit,41.0,50.82103601514239,Online,Doctor,3
45.45558367131139,Debit,21.0,45.087910725481244,Online,Student,1
46.138487924309736,Debit,67.0,57.98871843562847,ATM,Doctor,2
45.0643097234074,Debit,62.0,49.258945737125075,ATM,Retired,0
55.84101633595019,Debit,51.0,53.42686873012482,ATM,Retired,0
45.13040996170686,Credit,58.0,50.24425137955114,Online,Retired,2
46.7089231151269,Debit,51.0,51.61305072178539,Branch,Engineer,3
59.08742595010267,Debit,52.0,56.9355564786295,ATM,Doctor,3
51.52753183008575,Credit,21.0,44.85647669528266,ATM,Student,1
62.36190350126441,Debit,65.0,45.81463265781371,ATM,Doctor,2
48.242645957818645,Debit,19.0,45.588325708139884,Online,Student,1
50.109237761737845,Debit,29.0,52.47301713054595,Branch,Doctor,3
53.89826127237847,Debit,40.0,54.66663257133852,ATM,Doctor,3
49.78209091069154,Debit,53.0,50.61571432529079,ATM,Retired,0
51.821332590766055,Debit,22.0,45.54496014565496,Branch,Student,1
48.78387865529754,Debit,57.0,52.92065895412891,Branch,Retired,0
45.042605167547876,Debit,58.0,58.80066913910259,ATM,Doctor,2
45.87310040039099,Debit,18.0,54.144326147183506,ATM,Student,1
50.96933011620759,Debit,63.0,59.55810586081124,ATM,Doctor,2
44.857524500309374,Debit,75.0,46.56607188765271,Branch,Retired,0
57.296800091691814,Debit,44.0,48.250723237097695,Branch,Engineer,3
48.771053235926004,Debit,27.0,45.98445825761373,ATM,Student,1
50.80733520383785,Credit,55.0,46.752172987258035,Branch,Retired,0
46.586982974025204,Debit,26.0,45.00005879686181,Branch,Student,1
46.8940037823654,Debit,53.0,51.572487168424466,Branch,Retired,0
45.28174991029101,Debit,23.0,45.07421068938139,Online,Student,1
54.45646298625663,Credit,33.0,51.49368513310337,Online,Doctor,3
46.56823813032834,Debit,27.0,45.453400026237404,Branch,Student,1
44.65547481667161,Debit,65.0,53.19271615490382,ATM,Retired,0
46.175780297559285,Credit,59.0,51.20975218301997,Online,Engineer,2
48.45219357893516,Credit,39.0,48.06619603197903,Branch,Engineer,3
45.185460607932384,Debit,53.0,47.73776479231804,ATM,Engineer,3
46.700833235215626,Debit,24.000000000000004,46.21239871898963,Online,Student,1
59.16733817849456,Debit,30.0,53.25068793516273,Online,Doctor,3
49.311891305116546,Debit,18.0,45.070097101518506,ATM,Student,1
52.70076173136519,Debit,65.0,58.45120494584704,Branch,Doctor,0
46.108890802683106,Credit,21.0,45.73628371332969,Online,Student,1
46.05403747060176,Debit,64.0,58.86213448818418,ATM,Doctor,2
45.390272689588635,Debit,26.0,45.121260595778274,Online,Student,1
62.36190350126441,Debit,23.0,46.00406039803859,ATM,Student,1
59.01027611972927,Debit,68.0,55.38628390192407,ATM,Doctor,2
47.33144924000693,Debit,34.0,49.83401339691269,ATM,Engineer,3
54.577219242493264,Debit,29.0,51.91285377460935,Online,Engineer,3
51.94820558547219,Credit,24.000000000000004,45.91834276573062,Branch,Student,1
53.109991266389336,Debit,36.0,44.92614537320385,Online,Doctor,3
49.163116440406704,Debit,35.0,45.446675204339826,Branch,Engineer,3
47.020087520494826,Debit,52.0,51.512643407601864,ATM,Retired,0
46.5694220151934,Debit,20.0,45.13874036333475,Online,Student,1
46.93800483651698,Debit,24.000000000000004,45.57363602626432,ATM,Student,1
49.44567029486889,Debit,30.0,55.42433160879494,Branch,Doctor,3
50.97071131521683,Debit,45.0,49.74062899070376,ATM,Engineer,3
62.36190350126441,Debit,58.0,46.16150946392072,Branch,Retired,0
50.207105577249884,Debit,40.0,46.89812785401027,Online,Engineer,3
51.45847187962362,Debit,30.0,52.08266745096629,Online,Engineer,3
52.148479441812356,Debit,64.0,51.66792240684329,Online,Retired,2
52.28719128516914,Debit,76.0,53.91874652753761,ATM,Retired,0
45.195129000997085,Debit,24.000000000000004,46.469670850344336,ATM,Student,1
45.54102069574025,Debit,67.0,47.889752921269164,Branch,Retired,0
51.497737394314946,Debit,57.0,48.40786229345973,Online,Retired,2
50.916252611423836,Debit,73.0,52.25508043791485,Online,Retired,2
46.077715167903065,Debit,26.0,44.93690031886275,ATM,Student,1
52.30652807129854,Debit,27.0,56.12652701871018,Online,Engineer,3
48.9123301631571,Debit,19.0,46.17766572929523,ATM,Student,1
48.56170292895367,Debit,21.0,45.34530209126675,ATM,Student,1
45.730442274150654,Debit,44.0,50.578847039284916,ATM,Doctor,3
49.5307126910094,Credit,65.0,48.15130556868988,Branch,Retired,0
47.43188213939328,Debit,33.0,53.85600537004636,ATM,Engineer,3
62.36190350126441,Debit,28.0,45.8379429890367,ATM,Student,1
46.28272456370349,Debit,58.0,50.83906426108058,Online,Retired,2
62.36190350126441,Debit,31.0,51.928890805553046,ATM,Engineer,3
51.20452857606717,Debit,60.0,52.62396791994904,ATM,Retired,0
51.18104819291005,Debit,55.0,46.24031149924182,Online,Retired,2
49.29117331997791,Debit,22.0,45.47316909486539,Branch,Student,1
52.86236201544657,Credit,27.0,46.313938760265835,Branch,Student,1
50.91822575286561,Debit,50.0,56.74809610651296,ATM,Doctor,3
52.19741334956838,Debit,42.0,45.305179705299814,Branch,Engineer,3
60.81057037120482,Credit,61.0,51.68661836559401,Branch,Doctor,0
53.986460694825816,Credit,56.0,47.07676487824701,Online,Engineer,2
55.32721030451196,Credit,43.0,51.67111788958895,Branch,Doctor,3
46.193143942246905,Debit,73.0,52.10129186905852,ATM,Retired,0
45.530957674387196,Debit,57.0,47.56678261853918,Branch,Engineer,3
51.08653471784903,Debit,61.0,57.12451920457423,ATM,Doctor,2
53.414644304999406,Debit,52.0,45.35907366802509,ATM,Doctor,3
45.72136582351849,Debit,72.0,48.90231555457796,Online,Retired,2
47.74423042962627,Debit,28.0,46.30599774717402,Branch,Student,1
46.61519889664259,Credit,64.0,61.66016118218624,Online,Doctor,2
60.93921919320856,Debit,36.0,56.188206989767224,Branch,Engineer,3
45.84133282317841,Debit,74.0,52.866908072720605,ATM,Retired,0
45.15546885801741,Debit,79.0,48.7007616727399,ATM,Retired,0
48.046713012650386,Debit,80.0,50.36147074847861,Online,Retired,2
48.093476464820455,Debit,38.0,55.419311839257915,Branch,Engineer,3
46.36283410623956,Debit,46.0,47.56436215959378,Online,Engineer,3
55.824441947839276,Debit,53.0,49.009411920329825,Online,Retired,2
47.343682716945935,Credit,68.0,49.48417957692163,Online,Retired,2
53.63445226161315,Credit,28.0,53.18892450000412,Branch,Engineer,3
46.61973712195867,Debit,66.0,52.28969419317845,Online,Retired,2
50.550037559830386,Debit,44.0,53.917184556494014,Online,Doctor,3
49.86594942196698,Debit,54.0,52.58862683465751,Online,Engineer,3
51.43657000961992,Debit,29.0,46.9971043550241,Online,Engineer,3
52.738448732903095,Debit,41.0,57.74800796671302,ATM,Doctor,3
46.81290766910845,Debit,35.0,55.33943669405955,Branch,Doctor,3
50.86100465105414,Debit,53.0,50.07324535888612,ATM,Engineer,3
49.761175611408724,Debit,37.0,53.4869748066952,Branch,Engineer,3
46.44097050733385,Debit,29.0,52.07811269570942,ATM,Engineer,3
49.78939153402611,Debit,63.0,60.703984511206606,Branch,Doctor,0
45.89125330165532,Debit,74.0,46.11412570111757,ATM,Retired,0
49.62147719733105,Debit,28.0,47.83827941748929,ATM,Engineer,3
48.78900882304616,Credit,21.0,45.96094522785837,Branch,Student,1
48.09012212436944,Debit,57.0,48.9480896525652,ATM,Retired,0
48.55440230561911,Debit,57.0,51.737459926890594,Online,Doctor,2
45.62626040602493,Debit,63.0,49.62071492364002,Branch,Retired,0
53.21871135983114,Debit,56.0,49.03606081561544,ATM,Retired,0
46.09310567114891,Credit,64.0,52.07820808325407,Branch,Retired,0
48.225282313131025,Credit,23.0,45.99561860033737,Online,Student,1
57.01700863524811,Debit,44.0,58.65576353534147,Online,Doctor,3
49.91429138729047,Debit,29.0,55.72226268105521,Online,Doctor,3
51.766676572828885,Debit,80.0,51.661328742819606,ATM,Retired,0
55.67112885781335,Credit,50.0,45.47811732374393,Online,Engineer,3
51.56383763261441,Debit,80.0,48.87130267912477,ATM,Retired,0
47.23022708404387,Debit,28.0,44.88411523634399,Branch,Student,1
45.10732420683809,Credit,40.0,45.07319719671952,Online,Engineer,3
57.812381950427636,Debit,44.0,60.53620974361649,Online,Doctor,3
46.201825764590716,Credit,53.0,54.05701077350271,Branch,Doctor,3
44.78925380642396,Debit,68.0,49.512283132263114,ATM,Retired,0
48.14872442519015,Debit,18.0,55.08013757738111,ATM,Student,1
46.89203064092362,Debit,27.0,45.583484790249074,Branch,Engineer,3
47.807765584051424,Debit,46.0,55.57553279050273,Online,Doctor,2
55.32780224694449,Credit,70.0,47.154851506983256,Branch,Retired,0
50.88270920691366,Credit,67.0,61.958044560674196,Online,Doctor,2
50.162907208954124,Debit,45.0,56.108773011962846,Branch,Engineer,3
45.0958799864758,Debit,29.0,47.78932176019947,ATM,Engineer,3
56.19795762276729,Debit,36.0,52.438212600193054,ATM,Doctor,3
